date,id,type,proj,proj_count,desc
20160919,11.0,W,CAAutoSequential2016,580.0,Outline pros/cons of pumping Mileage
20160919,12.0,W,CAAutoSequential2016,581.0,Outline pros/cons of pumping Mileage
20160919,13.0,G,NA,NA,Listening to the Common Sense podcast
20160919,14.0,G,NA,NA,Writing POTW 108 post
20160919,15.0,M,NA,NA,Oil change
20160919,16.0,W,CAAutoSequential2016,582.0,Outline pros/cons of pumping Mileage
20160919,17.0,W,CAAutoSequential2016,581.0,Investigate and put together speaking points for other rating variables of interest
20160919,18.0,G,NA,NA,Listening to the Common Sense podcast
20160920,1.0,W,Mixed,NA,Getting set up for the day; Reply to Sam
20160920,2.0,W,Mixed,NA,Reply to Sam
20160920,3.0,W,CAAutoSequential2016,582.0,Investigate and put together speaking points for other rating variables of interest
20160920,4.0,W,CAAutoSequential2016,583.0,Investigate and put together speaking points for other rating variables of interest
20160920,5.0,W,CAAutoSequential2016,584.0,Investigate and put together speaking points for other rating variables of interest
20160920,6.0,W,CAAutoSequential2016,585.0,Investigate and put together speaking points for other rating variables of interest
20160920,7.0,W,CAAutoSequential2016,586.0,Investigate and put together speaking points for other rating variables of interest
20160920,8.0,W,CAAutoSequential2016,587.0,Investigate and put together speaking points for other rating variables of interest
20160920,9.0,G,NA,NA,Watching FujiLove Academy videos
20160920,10.0,W,CAAutoSequential2016,588.0,Investigate and put together speaking points for other rating variables of interest
20160920,11.0,W,CAAutoSequential2016,589.0,Investigate and put together speaking points for other rating variables of interest; Put together presentation for meeting with Jeff
20160920,12.0,G,NBAPlayByPlay,1.0,Setting up project; Working with sample file from BigDataBall
20160920,13.0,G,NBAPlayByPlay,2.0,Working with sample file from BigDataBall
20160920,14.0,H,NA,NA,Volleyball game
20160921,1.0,W,Mixed,NA,Getting set up for the day; SA Put together presentation for meeting with Jeff
20160921,2.0,W,CAAutoSequential2016,589.0,Put together presentation for meeting with Jeff
20160921,3.0,W,CAAutoSequential2016,590.0,Put together presentation for meeting with Jeff
20160921,4.0,W,CAAutoSequential2016,591.0,Put together presentation for meeting with Jeff
20160921,5.0,W,CAAutoSequential2016,592.0,Put together presentation for meeting with Jeff
20160921,6.0,W,CAAutoSequential2016,593.0,Put together presentation for meeting with Jeff
20160921,7.0,W,CAAutoSequential2016,594.0,Put together presentation for meeting with Jeff
20160921,8.0,W,CAAutoSequential2016,595.0,Put together presentation for meeting with Jeff
20160921,9.0,W,CAAutoSequential2016,596.0,Put together presentation for meeting with Jeff
20160921,10.0,G,NA,NA,Listening to the Not So Standard Deviations podcast
20160921,11.0,G,NBAPlayByPlay,3.0,Working with sample file from BigDataBall
20160921,12.0,G,NBAPlayByPlay,4.0,Working with sample file from BigDataBall
20160921,13.0,G,NBAPlayByPlay,5.0,Working with sample file from BigDataBall
20160921,14.0,G,NBAPlayByPlay,6.0,Working with sample file from BigDataBall
20160922,1.0,W,Mixed,NA,Getting set up for the day; Recruiting Filter resumes
20160922,2.0,W,Recruiting,NA,Filter resumes
20160922,3.0,W,Recruiting,NA,Filter resumes
20160922,4.0,W,Recruiting,NA,Filter resumes
20160922,5.0,W,CAAutoSequential2016,597.0,Put together presentation for meeting with Jeff
20160922,6.0,W,CAAutoSequential2016,598.0,Put together presentation for meeting with Jeff
20160922,7.0,G,Photography,NA,Listening to The Candid Frame podcast
20160922,8.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160922,9.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160922,10.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160922,11.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160922,12.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160922,13.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160923,1.0,W,Mixed,NA,Getting set up for the day
20160923,2.0,W,Mixed,NA,Check Matthew's credibility code
20160923,3.0,W,Mixed,NA,Check Matthew's credibility code
20160923,4.0,W,Mixed,NA,Check Matthew's credibility code
20160923,5.0,H,NA,NA,Walk
20160923,6.0,H,NA,NA,Walk
20160923,7.0,G,NA,NA,Write In Development 8 post
20160923,8.0,G,NA,NA,Listening to The Effective Executive
20160923,9.0,H,NA,NA,Walk
20160923,10.0,G,NA,NA,Write In Development 8 post
20160923,11.0,H,NA,NA,Walk
20160926,1.0,W,Mixed,NA,Getting set up for the day; Weekly review
20160926,2.0,W,Mixed,NA,Weekly review; Wellbeing survey
20160926,3.0,W,Mixed,NA,Weekly review
20160926,4.0,G,NA,NA,Listening to The Truth
20160926,5.0,H,NA,NA,Run
20160926,6.0,W,RCheckingBestPractices,1.0,Check PAAS modeling guide for inspiration
20160926,7.0,G,NA,NA,Listening to The Truth
20160926,8.0,M,NA,NA,Grocery store
20160926,9.0,G,NA,NA,Listening to The Truth
20160926,10.0,M,NA,NA,Grocery store
20160926,11.0,G,NA,NA,Listening to The Truth
20160926,12.0,W,RCheckingBestPractices,2.0,Check PAAS modeling guide for inspiration
20160926,13.0,W,RCheckingBestPractices,3.0,Check PAAS modeling guide for inspiration; Research best practices for data analysis in the programming realm
20160926,14.0,G,Photography,NA,Edit picture for Patrick
20160926,15.0,G,Photography,NA,Edit picture for Patrick
20160926,16.0,G,ParseJournal,NA,Re-evaluate progress and populate backlog
20160926,17.0,G,NBAPlayByPlay,7.0,Send data to Corey
20160927,1.0,W,Mixed,NA,Getting set up for the day; R Checking Best Practices Research best practices for data analysis in the programming realm
20160927,2.0,W,CAAutoSequential2016,599.0,Run decision tree on impacts to identify customers who are seeing largest/smallest impacts
20160927,3.0,W,CAAutoSequential2016,600.0,Run decision tree on impacts to identify customers who are seeing largest/smallest impacts; Identify impact of separating YL interaction from Marital/Gender
20160927,4.0,W,CAAutoSequential2016,601.0,Identify impact of separating YL interaction from Marital/Gender
20160927,5.0,W,CAAutoSequential2016,602.0,Pull CDF data for VM investigation; Identify impact of separating YL interaction from Marital/Gender
20160927,6.0,G,NA,NA,Listening to The Truth
20160927,7.0,W,Recruiting,NA,Send out keep in touch emails
20160927,8.0,G,Photography,NA,Uploading photos from trip to CO
20160927,9.0,M,NA,NA,Research flights for trip to San Antonio; Buy tickets for San Antonio beer festival
20160927,10.0,G,NBAPlayByPlay,8.0,Send data to Corey
20160927,11.0,G,Photography,NA,Setting up Fuji X-T2
20160927,12.0,H,NA,NA,Volleyball game
20160928,1.0,W,Mixed,NA,Getting set up for the day; Recruiting emails; R Checking Best Practices
20160928,2.0,G,NA,NA,Listening to The Candid Frame podcast
20160928,3.0,H,NA,NA,Walk
20160928,4.0,W,Mixed,NA,Prepare for meeting with region about rate impacts and elasticities
20160928,5.0,G,NA,NA,Listening to The Truth
20160928,6.0,W,Mixed,NA,Prepare for meeting with region about rate impacts and elasticities
20160928,7.0,W,Mixed,NA,Prepare for meeting with region about rate impacts and elasticities
20160928,8.0,W,Mixed,NA,Prepare for meeting with region about rate impacts and elasticities
20160928,9.0,G,Website,NA,Updating 30 days with the Fuji 35mm posts
20160928,10.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 1 post
20160928,11.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 1 post
20160928,12.0,G,NA,NA,Listening to The Truth
20160928,13.0,H,NA,NA,Walk
20160929,1.0,W,Mixed,NA,Getting set up for the day
20160929,2.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160929,3.0,H,NA,NA,Walk
20160929,4.0,W,Mixed,NA,Prepare for meeting with region about rate impacts and elasticities
20160929,5.0,W,Mixed,NA,Prepare for meeting with region about rate impacts and elasticities
20160929,6.0,W,Mixed,NA,Prepare for meeting with region about rate impacts and elasticities
20160929,7.0,W,Mixed,NA,Prepare for meeting with region about rate impacts and elasticities
20160929,8.0,G,NA,NA,Listening to The Truth
20160929,9.0,H,NA,NA,Run
20160929,10.0,G,NA,NA,Listening to The Truth
20160929,11.0,W,Mixed,NA,Rescheduling meeting with the region; Sequential Analysis Follow-ups from meeting with Jeff/Prioritize next actions
20160929,12.0,M,NA,NA,Paying bills; Evaluating finances; Researching license stuff
20160929,13.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 2 post
20160929,14.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 2 post
20160929,15.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 2 post
20160929,16.0,G,NBAPlayByPlay,9.0,Write blog post with sample analysis
20160929,17.0,G,NBAPlayByPlay,10.0,Write blog post with sample analysis
20160930,1.0,G,Photography,NA,Editing a photo for Patrick
20160930,2.0,W,Mixed,NA,Getting set up for the day; Recruiting Do ADA training
20160930,3.0,W,Mixed,NA,Recruiting Reply to Ann; Helping Patrick with R; Recruiting Reply to Sam
20160930,4.0,W,Recruiting,NA,Reply to Sam
20160930,5.0,W,Mixed,NA,Look into HO data for Megan
20160930,6.0,G,NA,NA,Listening to The Truth
20160930,7.0,G,NA,NA,Listening to The Truth
20160930,8.0,H,NA,NA,Walk
20161003,1.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161003,2.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161003,3.0,H,NA,NA,Walk
20161003,4.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161003,5.0,H,NA,NA,Walk
20161003,6.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 6 post
20161003,7.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 6 post
20161003,8.0,W,Recruiting:,NA,Read resumes
20161003,9.0,W,Recruiting:,NA,Read resumes
20161003,10.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 7 post
20161004,1.0,G,NA,NA,Listening to The Truth
20161004,2.0,G,NA,NA,Listening to The Truth
20161004,3.0,W,Recruiting,NA,Interviewing
20161004,4.0,W,Recruiting,NA,Interviewing
20161004,5.0,W,Recruiting,NA,Interviewing
20161004,6.0,W,Recruiting,NA,Interviewing
20161004,7.0,W,Recruiting,NA,Interviewing
20161004,8.0,W,Recruiting,NA,Interviewing
20161004,9.0,W,Recruiting,NA,Interviewing
20161004,10.0,W,Recruiting,NA,Interviewing
20161004,11.0,W,Recruiting,NA,Interviewing
20161004,12.0,W,Recruiting,NA,Interviewing
20161004,13.0,W,Recruiting,NA,Interviewing
20161004,14.0,W,Recruiting,NA,Interviewing
20161004,15.0,G,NA,NA,Listening to The Truth
20161004,16.0,G,NA,NA,Listening to The Truth
20161005,1.0,W,Mixed,NA,Getting set up for the day; emails
20161005,2.0,W,Mixed,NA,Weekly review
20161005,3.0,H,NA,NA,Walk
20161005,4.0,G,NA,NA,Listening to the Waking Up podcast
20161005,5.0,M,NA,NA,Grocery store
20161005,6.0,G,NA,NA,Listening to the Waking Up podcast
20161005,7.0,M,NA,NA,Grocery store
20161005,8.0,G,NA,NA,Listening to the Not So Standard Deviations podcast
20161005,9.0,W,Mixed,NA,Weekly review; Admin stuff
20161005,10.0,W,Mixed,NA,Battling SublimeText markdown
20161005,11.0,W,Recruiting,NA,Write candidate write-ups
20161005,12.0,W,Recruiting,NA,Write candidate write-ups
20161005,13.0,W,Recruiting,NA,Write candidate write-ups
20161005,14.0,W,Mixed,NA,Helping Matthew with R
20161005,15.0,G,30DaysX-T2,NA,Write Comparing Fuji's Acros and Monochrome Film Simulations post
20161005,16.0,G,30DaysX-T2,NA,Write Comparing Fuji's Acros and Monochrome Film Simulations post
20161005,17.0,G,30DaysX-T2,NA,Write Comparing Fuji's Acros and Monochrome Film Simulations post
20161005,18.0,G,30DaysX-T2,NA,Write Comparing Fuji's Acros and Monochrome Film Simulations post
20161006,1.0,W,Mixed,NA,Getting set up for the day; restarting computer
20161006,2.0,W,NA,NA,@Mixed Reply to @Megan about DWC documentation
20161006,3.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161006,4.0,M,NA,NA,Errands
20161006,5.0,G,NA,NA,Listening to The Candid Frame podcast
20161006,6.0,M,NA,NA,Errands
20161006,7.0,W,Mixed,NA,"Recruiting Talking to Kelsey about candidates; Create CA Auto CDF page; CA Auto Sequential Develop no ISP, no pump Mileage scenario"
20161006,8.0,W,CAAutoSequential2016,603.0,"Develop no ISP, no pump Mileage scenario"
20161006,9.0,W,CAAutoSequential2016,604.0,"Develop no ISP, no pump Mileage scenario"
20161006,10.0,G,NA,NA,Listening to The Candid Frame podcast
20161006,11.0,H,NA,NA,Walk
20161006,12.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 9 post
20161006,13.0,G,NBAPlayByPlay,11.0,Analyze Nuggets' offensive efficiency with and without each player on the court from the 2015-16 season
20161007,1.0,W,Mixed,NA,Getting set up for the day; Recruiting Filling out sheet for Okasate; R Checking Best Practices Brainstorm ideas and email group
20161007,2.0,W,RCheckingBestPractices,4.0,Brainstorm ideas and email group
20161007,3.0,W,RCheckingBestPractices,5.0,Brainstorm ideas and email group
20161007,4.0,W,RCheckingBestPractices,6.0,Brainstorm ideas and email group
20161007,5.0,W,RCheckingBestPractices,7.0,Brainstorm ideas and email group
20161007,6.0,W,RCheckingBestPractices,8.0,Brainstorm ideas and email group
20161007,7.0,W,RCheckingBestPractices,9.0,Brainstorm ideas and email group
20161007,8.0,W,RCheckingBestPractices,10.0,Brainstorm ideas and email group
20161007,9.0,W,RCheckingBestPractices,11.0,Brainstorm ideas and email group
20161007,10.0,W,Mixed,NA,Prepare for meeting with region about rate impacts and elasticities
20161007,11.0,W,Mixed,NA,Helping Matthew with R
20161007,12.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 10 post
20161007,13.0,G,NA,NA,Listening to The Candid Frame podcast
20161007,14.0,H,NA,NA,Walk
20161007,15.0,G,NBAPlayByPlay,12.0,Analyze Nuggets' offensive efficiency with and without each player on the court from the 2015-16 season
20161008,1.0,M,NA,NA,Cleaning
20161008,2.0,G,Photography,NA,Reading Mountain Light
20161008,3.0,H,NA,NA,Walk
20161008,4.0,G,NA,NA,Listening to the Waking Up podcast
20161008,5.0,G,NA,NA,Listening to the Waking Up podcast
20161008,6.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 11 post
20161008,7.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 11 post
20161009,1.0,G,NA,NA,Listening to the Waking Up podcast
20161009,2.0,G,NA,NA,Listening to the Waking Up podcast
20161009,3.0,G,NA,NA,Listening to the Waking Up podcast
20161009,4.0,G,NA,NA,Listening to the Waking Up podcast
20161009,5.0,G,NA,NA,Listening to the Waking Up podcast
20161009,6.0,H,NA,NA,Walk
20161009,7.0,H,NA,NA,Walk
20161009,8.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 12 post
20161009,9.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 12 post
20161010,1.0,W,Mixed,NA,Getting set up for the week; RE send out survey results
20161010,2.0,W,Mixed,NA,Emails; RE stuff; Weekly review
20161010,3.0,G,NA,NA,Listening to the Waking Up podcast
20161010,4.0,W,Mixed,NA,Weekly review
20161010,5.0,G,NA,NA,Listening to the Waking Up podcast
20161010,6.0,H,NA,NA,Run
20161010,7.0,W,Mixed,NA,"Weekly review; Sequential Analysis Develop no ISP, no pump Mileage scenario"
20161010,8.0,W,CAAutoSequential2016,605.0,"Develop no ISP, max pump Mileage scenario"
20161010,9.0,W,CAAutoSequential2016,606.0,"Develop no ISP, max pump Mileage scenario"
20161010,10.0,W,CAAutoSequential2016,607.0,"Develop no ISP, max pump Mileage scenario"
20161010,11.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 13 post
20161010,12.0,G,NA,NA,Listening to the Waking Up podcast
20161010,13.0,H,NA,NA,Walk
20161011,1.0,W,Mixed,NA,Getting set up for the day; R Checking Best Practices reply to Lauren
20161011,2.0,W,CAAutoSequential2016,608.0,"Develop no ISP, max pump Mileage scenario; Develop no ISP, partial pump Mileage scenario"
20161011,3.0,W,CAAutoSequential2016,609.0,"Develop no ISP, partial pump Mileage scenario"
20161011,4.0,W,CAAutoSequential2016,610.0,"Develop no ISP, partial pump Mileage scenario"
20161011,5.0,W,CAAutoSequential2016,611.0,"Develop no ISP, partial pump Mileage scenario; Outline pros/cons of waiting for 2015 data"
20161011,6.0,W,CAAutoSequential2016,612.0,"Develop no ISP, partial pump Mileage scenario; Outline pros/cons of waiting for 2015 data"
20161011,7.0,W,CAAutoSequential2016,613.0,"Develop no ISP, partial pump Mileage scenario; Outline pros/cons of waiting for 2015 data"
20161011,8.0,G,NA,NA,Listening to the Waking Up podcast
20161011,9.0,H,NA,NA,Walk
20161011,10.0,W,Mixed,NA,Setting up CA Pricing Analytics Confluence page
20161011,11.0,W,CAAutoSequential2016,614.0,Develop scenario of reducing ISP spread in BI and PD only; Setting up RUFF validation
20161011,12.0,W,CAAutoSequential2016,615.0,Develop scenario of reducing ISP spread in BI and PD only; Setting up RUFF validation
20161011,13.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 14 post
20161012,1.0,W,Mixed,NA,Getting set up for the day; R Checking Best Practices Research collapsible lists in HTML
20161012,2.0,W,CAAutoSequential2016,616.0,Develop scenario of reducing ISP spread in BI and PD only
20161012,3.0,W,CAAutoSequential2016,617.0,Develop scenario of reducing ISP spread in BI and PD only
20161012,4.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 15 post
20161012,5.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 15 post; Write 30 days with the Fuji X-T2: Day 16 post
20161012,6.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161012,7.0,H,NA,NA,Walk
20161012,8.0,W,CAAutoSequential2016,618.0,Compare fit of premium to risk among all scenarios
20161012,9.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161012,10.0,M,NA,NA,Grocery store
20161012,11.0,W,CAAutoSequential2016,619.0,Compare fit of premium to risk among all scenarios
20161012,12.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161012,13.0,H,NA,NA,Walk
20161012,14.0,G,Photography,NA,Reading Mountain Light
20161012,15.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 16 post
20161012,16.0,G,NBAPlayByPlay,13.0,Analyze Nuggets' offensive efficiency with and without each player on the court from the 2015-16 season
20161012,17.0,G,NBAPlayByPlay,14.0,Analyze Nuggets' offensive efficiency with and without each player on the court from the 2015-16 season
20161013,1.0,G,NA,NA,Post October Buckets mix
20161013,2.0,W,Mixed,NA,Getting set up for the day
20161013,3.0,G,Photography,NA,Listening to the Out of Chicago podcast
20161013,4.0,H,NA,NA,Walk
20161013,5.0,G,Photography,NA,Listening to the Out of Chicago podcast
20161013,6.0,H,NA,NA,Walk
20161013,7.0,W,Mixed,NA,Helping Drew with R; Sequential Analysis Compare fit of premium to risk among all scenarios; Reply to Glenn
20161013,8.0,W,CAAutoSequential2016,620.0,Compare fit of premium to risk among all scenarios
20161013,9.0,W,CAAutoSequential2016,621.0,Compare fit of premium to risk among all scenarios
20161013,10.0,G,Photography,NA,Listening to the Out of Chicago podcast
20161013,11.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 16 post
20161013,12.0,W,CAAutoSequential2016,622.0,Compare fit of premium to risk among all scenarios
20161013,13.0,W,CAAutoSequential2016,623.0,Compare fit of premium to risk among all scenarios
20161013,14.0,W,CAAutoSequential2016,624.0,Compare fit of premium to risk among all scenarios
20161013,15.0,G,Photography,NA,Reading Mountain Light
20161013,16.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 17 post
20161013,17.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 17 post; Write 30 days with the Fuji X-T2: Day 18 post
20161013,18.0,G,Photography,NA,Reading Mountain Light
20161014,1.0,W,Mixed,NA,Getting set up for the day; Recruiting Filling out tracking tab
20161014,2.0,W,CAAutoSequential2016,625.0,Compare fit of premium to risk among all scenarios
20161014,3.0,W,CAAutoSequential2016,626.0,Compare fit of premium to risk among all scenarios
20161014,4.0,W,CAAutoSequential2016,627.0,Compare fit of premium to risk among all scenarios
20161014,5.0,W,CAAutoSequential2016,628.0,Compare fit of premium to risk among all scenarios
20161014,6.0,W,Mixed,NA,Getting data for Glenn
20161014,7.0,W,CAAutoSequential2016,629.0,Compare fit of premium to risk among all scenarios
20161014,8.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 18 post
20161014,9.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 18 post
20161014,10.0,W,CAAutoSequential2016,630.0,Compare fit of premium to risk among all scenarios
20161014,11.0,G,NA,NA,Listening to A History of Western Philosophy
20161014,12.0,G,NA,NA,Listening to the Common Sense podcast
20161014,13.0,G,NA,NA,Listening to the Common Sense podcast
20161014,14.0,G,NA,NA,Reading The Subtle Art of Not Giving A Fuck
20161014,15.0,G,NA,NA,Reading The Subtle Art of Not Giving A Fuck
20161014,16.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 18 post
20161014,17.0,G,NA,NA,Reading The Subtle Art of Not Giving A Fuck
20161016,1.0,G,NA,NA,Reading The Subtle Art of Not Giving a Fuck
20161016,2.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 19 post
20161016,3.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 19 post
20161016,4.0,G,NA,NA,Reading War and Peace
20161016,5.0,G,NA,NA,Reading War and Peace
20161017,1.0,W,Mixed,NA,Getting set up for the week; Sequential Analysis Prepare for meeting with Jeff
20161017,2.0,W,CAAutoSequential2016,631.0,Prepare for meeting with Jeff
20161017,3.0,W,CAAutoSequential2016,632.0,Prepare for meeting with Jeff
20161017,4.0,W,CAAutoSequential2016,633.0,Prepare for meeting with Jeff
20161017,5.0,W,Mixed,NA,Weekly review; R Checking Best Practices Admin stuff
20161017,6.0,W,Mixed,NA,Weekly review; R Checking Best Practices Admin stuff
20161017,7.0,G,NA,NA,Listening to the Not So Standard Deviations podcast
20161017,8.0,W,Mixed,NA,Weekly review
20161017,9.0,W,RCheckingBestPractices,NA,Incorporate Lauren's feedback
20161017,10.0,W,RCheckingBestPractices,NA,Incorporate Lauren's feedback
20161017,11.0,W,RCheckingBestPractices,NA,Incorporate Lauren's feedback
20161017,12.0,W,Mixed,NA,Reply to PC; R Checking Best Practices Incorporate Lauren's feedback
20161017,13.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 20 post
20161017,14.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 20 post
20161018,1.0,G,NA,NA,Listening to The Tony Robbins Podcast
20161018,2.0,W,Mixed,NA,Getting set up for the day; Emails
20161018,3.0,W,CAAutoSequential2016,634.0,Run scenario with tempering ISP and partially pumping Mileage
20161018,4.0,W,CAAutoSequential2016,635.0,Run scenario with tempering ISP and partially pumping Mileage
20161018,5.0,W,CAAutoSequential2016,636.0,Run scenario with tempering ISP and partially pumping Mileage
20161018,6.0,W,Mixed,NA,Helping Tony with R; Sequential Analysis Run scenario with tempering ISP and partially pumping Mileage
20161018,7.0,G,NA,NA,Listening to The Candid Frame podcast
20161018,8.0,M,NA,NA,Grocery store
20161018,9.0,G,NA,NA,Listening to The Candid Frame podcast
20161018,10.0,M,NA,NA,Grocery store
20161018,11.0,W,CAAutoSequential2016,637.0,Run scenario with tempering ISP and partially pumping Mileage
20161018,12.0,W,CAAutoSequential2016,638.0,Run scenario with tempering ISP and partially pumping Mileage
20161018,13.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 21 post
20161019,1.0,W,Mixed,NA,Getting set up for the day
20161019,2.0,W,CAAutoSequential2016,639.0,"Run scenario with tempering ISP and partially pumping Mileage; Add Temper ISP, Partial Pump Mileage to scenario comparison file"
20161019,3.0,W,CAAutoSequential2016,640.0,"Add Temper ISP, Partial Pump Mileage to scenario comparison file"
20161019,4.0,W,CAAutoSequential2016,641.0,"Add Temper ISP, Partial Pump Mileage to scenario comparison file; Run scenario with current rates but without spread in Mileage to understand magnitude of error metric differences"
20161019,5.0,H,NA,NA,Walk
20161019,6.0,W,CAAutoSequential2016,642.0,Investigate Mileage rate adequacy using more recent data
20161019,7.0,G,NA,NA,Listening to A History of Western Philosophy
20161019,8.0,W,CAAutoSequential2016,643.0,Investigate Mileage rate adequacy using more recent data
20161019,9.0,W,CAAutoSequential2016,644.0,Investigate Mileage rate adequacy using more recent data
20161019,10.0,G,Photography,NA,Reading Mountain Light
20161019,11.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 22 post
20161020,1.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161020,2.0,H,NA,NA,Walk
20161020,3.0,W,Mixed,NA,Dealing with software drop issues
20161020,4.0,W,Mixed,NA,Dealing with software drop issues
20161020,5.0,W,Mixed,NA,Getting set up for the day; Helping Elizabeth
20161020,6.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161020,7.0,H,NA,NA,Walk
20161020,8.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161020,9.0,W,CAAutoSequential2016,645.0,Investigate Mileage rate adequacy using more recent data
20161020,10.0,W,CAAutoSequential2016,646.0,Investigate Mileage rate adequacy using more recent data
20161020,11.0,W,CAAutoSequential2016,647.0,Investigate Mileage rate adequacy using more recent data
20161020,12.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 23 post
20161020,13.0,G,NBAPlayByPlay,15.0,Analyze Nuggets' offensive efficiency with and without each player on the court from the 2015-16 season
20161020,14.0,G,NBAPlayByPlay,16.0,Analyze Nuggets' offensive efficiency with and without each player on the court from the 2015-16 season
20161020,15.0,H,NA,NA,Walk
20161021,1.0,W,Mixed,NA,Getting set up for the day; Sequential Analysis Develop outline for meetings with MOC
20161021,2.0,W,CAAutoSequential2016,647.0,Prepare for meeting with Jeff; Mileage stuff
20161021,3.0,W,CAAutoSequential2016,648.0,Prepare for meeting with Jeff; Mileage stuff
20161021,4.0,W,CAAutoSequential2016,649.0,Prepare for meeting with Jeff
20161021,5.0,W,CAAutoSequential2016,650.0,Prepare for meeting with Jeff
20161021,6.0,W,CAAutoSequential2016,651.0,Prepare for meeting with Jeff
20161021,7.0,W,CAAutoSequential2016,652.0,Prepare for meeting with Jeff
20161021,8.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161021,9.0,G,NA,NA,Listening to A History of Western Philosophy
20161021,10.0,M,NA,NA,Store
20161021,11.0,G,NA,NA,Listening to A History of Western Philosophy
20161021,12.0,M,NA,NA,Store
20161021,13.0,W,CAAutoSequential2016,653.0,Investigate Mileage rate adequacy using more recent data
20161021,14.0,W,CAAutoSequential2016,654.0,Investigate Mileage rate adequacy using more recent data
20161021,15.0,W,CAAutoSequential2016,655.0,Investigate Mileage rate adequacy using more recent data
20161021,16.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 24 post
20161022,1.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 25 post
20161022,2.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 25 post
20161022,3.0,G,Photography,NA,Editing photos
20161022,4.0,H,NA,NA,Walk
20161022,5.0,H,NA,NA,Walk
20161022,6.0,H,NA,NA,Walk
20161022,7.0,H,NA,NA,Walk
20161023,1.0,H,NA,NA,Walk
20161023,2.0,H,NA,NA,Walk
20161023,3.0,H,NA,NA,Walk
20161023,4.0,G,Photography,NA,Editing photos
20161023,5.0,G,Photography,NA,Editing photos
20161023,6.0,G,30DaysX-T2,NA,Write 30 days with the Fuji X-T2: Day 26 post; Write 30 days with the Fuji X-T2: Day 27 post
20161023,7.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20161024,1.0,W,Mixed,NA,Getting set up for the day; Weekly review
